               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   6,            0.035017,            0.030641,           0.0044776,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047975,           0.0047975,           0.0047975
                   7,            0.033995,             0.02993,           0.0041162,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003857,            0.003857,            0.003857
                   8,            0.032989,            0.028935,           0.0036537,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0029165,           0.0029165,           0.0029165
                   9,            0.031926,            0.028328,            0.003424,             0.88201,              0.6907,             0.75548,             0.41376,            0.031316,            0.021235,            0.002613,            0.001976,            0.001976,            0.001976
                   0,            0.034428,            0.024361,           0.0023149,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.06023,           0.0027945,           0.0027945
                   1,            0.036244,            0.026025,           0.0028437,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.036343,            0.005042,            0.005042
                   2,            0.038504,            0.028053,           0.0033775,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011902,           0.0067356,           0.0067356
                   3,            0.038768,            0.028453,           0.0034301,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062947,           0.0062947,           0.0062947
                   4,            0.038534,             0.02801,           0.0033146,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062947,           0.0062947,           0.0062947
                   5,            0.037515,            0.027535,           0.0029815,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054096,           0.0054096,           0.0054096
                   6,              0.0365,            0.026353,           0.0028285,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045245,           0.0045245,           0.0045245
                   7,            0.035572,            0.025726,           0.0026975,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036394,           0.0036394,           0.0036394
                   8,            0.034573,            0.024892,           0.0024464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027544,           0.0027544,           0.0027544
                   9,            0.033582,            0.024382,           0.0023764,             0.90896,             0.72108,             0.77669,             0.46499,            0.033849,            0.019008,           0.0017741,           0.0018693,           0.0018693,           0.0018693
                   0,            0.062303,            0.026793,            0.019898,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071358,           0.0028657,           0.0028657
                   1,            0.051665,            0.018637,           0.0069205,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041591,             0.00517,             0.00517
                   2,            0.049601,            0.018921,           0.0056676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011255,           0.0069056,           0.0069056
                   3,            0.048916,            0.019947,           0.0054737,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006327,            0.006327,            0.006327
                   4,            0.048485,            0.019784,           0.0050446,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006327,            0.006327,            0.006327
                   5,            0.046751,            0.019444,            0.004517,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005436,            0.005436,            0.005436
                   6,            0.045398,            0.018886,           0.0041581,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004545,            0.004545,            0.004545
                   7,            0.044096,            0.018228,           0.0038409,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003654,            0.003654,            0.003654
                   8,             0.04278,            0.017776,           0.0034899,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002763,            0.002763,            0.002763
                   9,            0.041551,            0.017172,           0.0032445,             0.89653,             0.72461,             0.77104,             0.45079,            0.040693,            0.013203,           0.0023748,            0.001872,            0.001872,            0.001872
                   0,              0.0352,            0.025616,           0.0018945,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.074001,            0.003266,            0.003266
                   1,            0.034724,            0.023864,            0.001964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.047295,           0.0058921,           0.0058921
                   2,            0.035483,            0.025423,           0.0021823,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01994,             0.00787,             0.00787
