   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.91001,             0.74029,             0.79255,             0.50008,            0.023305,           0.0090649,           0.0020416,             0.00852,             0.01655,             0.83856,             0.00049,              4.0989,             0.79332,             0.07596,             0.03815,             0.51227,              1.2373,             0.56322,              1.2032,                 0.2,              3.1489,                   0,             0.01906,             0.32769,             0.50921,                   0,             0.06148,             0.26024,                   0,                   0,                   0,                 0.5,             0.96919,                   0,                   0,              2.8319
             0.90803,             0.73295,             0.78174,             0.47548,            0.024806,           0.0098198,           0.0022581,             0.00839,             0.01509,             0.86835,             0.00049,              4.1491,             0.63849,             0.06456,             0.04156,             0.56666,              1.0805,             0.61641,              1.1311,                 0.2,              3.5901,                   0,             0.02268,             0.20599,             0.45929,                   0,             0.05076,             0.14232,                   0,                   0,                   0,                 0.5,             0.87075,                   0,                   0,              3.5782
             0.90975,             0.74384,             0.79141,             0.49486,            0.023658,            0.010202,           0.0017719,             0.00723,             0.01617,             0.90051,             0.00053,              3.4066,             0.88146,             0.07231,             0.03815,             0.44571,              1.2521,             0.60164,               1.316,                 0.2,              3.1645,                   0,             0.01906,             0.23067,             0.50921,                   0,             0.07884,             0.34449,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0918
             0.92156,             0.73873,             0.79583,             0.49535,            0.023532,           0.0092544,           0.0020014,             0.00832,             0.01617,             0.84441,             0.00049,              4.1392,             0.73882,             0.07103,             0.03815,             0.50018,              1.2812,             0.56455,               1.236,                 0.2,              3.1645,                   0,             0.01879,             0.30862,             0.50131,                   0,              0.0601,             0.26409,                   0,                   0,                   0,                 0.5,             0.90023,                   0,                   0,              2.8004
             0.92237,             0.74558,             0.80185,             0.50355,            0.021867,           0.0090033,           0.0020475,             0.00877,             0.01613,             0.83358,             0.00054,              4.1152,             0.72952,             0.07231,             0.03569,             0.52436,              1.1842,             0.56322,              1.1883,                 0.2,              3.1645,                   0,             0.01906,             0.28952,              0.5488,                   0,             0.05925,             0.25356,                   0,                   0,                   0,                 0.5,             0.88864,                   0,                   0,              2.8319
             0.91934,             0.75072,             0.80128,             0.50956,             0.02373,           0.0095051,           0.0021038,             0.00839,             0.01669,              0.8375,             0.00049,              3.9422,             0.78495,             0.07471,             0.03904,             0.54071,              1.2682,             0.59881,              1.1963,                 0.2,              3.1645,                   0,             0.01837,             0.30152,             0.49219,                   0,             0.06167,             0.26388,                   0,                   0,                   0,                 0.5,             0.91279,                   0,                   0,              2.6757
             0.91745,             0.74709,             0.79696,             0.50902,            0.020359,           0.0082389,           0.0018488,             0.00548,                0.01,             0.87818,             0.00038,              3.5241,              0.9299,             0.06931,             0.03363,             0.55075,             0.91957,             0.59428,              0.9082,                 0.2,               3.118,                   0,             0.01133,                 0.9,             0.53842,                   0,             0.10818,             0.28218,                   0,                   0,                   0,                 0.5,             0.66467,                   0,                   0,              2.7085
              0.9235,             0.72755,             0.78882,             0.48702,            0.024383,            0.006786,           0.0021575,             0.00567,             0.01021,             0.87132,             0.00041,              3.6283,                0.95,             0.06505,             0.03702,             0.64357,             0.88355,             0.50568,             0.91488,                 0.2,              2.6793,                   0,             0.01062,             0.87739,             0.49631,                   0,             0.10319,             0.26743,                   0,                   0,                   0,                 0.5,             0.65167,                   0,                   0,              2.4164
             0.91887,             0.74127,             0.79772,             0.52084,            0.018247,           0.0080145,           0.0016553,             0.00567,             0.01123,              0.8802,             0.00044,              3.2171,                0.95,              0.0618,             0.03104,             0.56337,             0.80882,             0.72241,              0.7416,                 0.2,              2.7918,                   0,             0.00989,             0.77673,             0.51234,                   0,             0.10981,             0.26601,                   0,                   0,                   0,                 0.5,             0.68269,                   0,                   0,              2.7085
             0.91018,             0.73516,             0.78537,             0.47899,            0.016582,           0.0088819,           0.0021528,             0.00874,             0.01702,             0.90293,             0.00044,              3.7518,             0.70442,             0.06024,             0.02505,             0.44617,              1.6917,              0.5768,              1.3034,                 0.2,              2.5148,                   0,             0.01915,             0.29577,             0.50074,                   0,             0.05827,             0.24683,                   0,                   0,                   0,                 0.5,             0.71221,                   0,                   0,                   2
             0.90726,             0.71869,             0.77488,             0.44895,            0.022277,           0.0062838,           0.0017738,             0.00824,             0.01779,             0.96615,             0.00046,              4.2873,             0.67841,             0.10176,             0.03927,             0.45075,              1.2521,              0.4922,              1.1872,                 0.2,              2.4309,                   0,             0.01915,             0.28427,             0.59833,                   0,             0.06046,             0.23031,                   0,                   0,                   0,                 0.5,             0.90486,                   0,                   0,              4.2548
             0.91354,              0.7407,             0.79077,             0.49043,             0.02404,           0.0097119,           0.0018332,             0.00793,             0.01568,             0.91737,             0.00049,                4.48,             0.75042,             0.06446,             0.03975,              0.4761,              1.2026,             0.63493,              1.3034,                 0.2,              2.7296,                   0,             0.01915,             0.22419,             0.46905,                   0,             0.06215,             0.26766,                   0,                   0,                   0,                 0.5,             0.91543,                   0,                   0,              2.9008
             0.92713,             0.73774,             0.80247,             0.50879,            0.022133,           0.0090769,           0.0017296,             0.00736,             0.01545,             0.85634,             0.00047,              4.4194,              0.6884,              0.0736,             0.03733,             0.44784,              1.2521,             0.56322,              1.2858,                 0.2,              3.0371,                   0,             0.01924,             0.27629,             0.49342,                   0,              0.0658,             0.22491,                   0,                   0,                   0,                 0.5,             0.93322,                   0,                   0,              2.8071
             0.91442,             0.74262,              0.7982,             0.50712,            0.021275,           0.0089624,           0.0019131,             0.00732,             0.01518,             0.84557,             0.00045,              4.1981,             0.64274,             0.08298,              0.0359,             0.50137,              1.2296,              0.5407,              1.3508,                 0.2,              3.0371,                   0,             0.01915,             0.26736,             0.44991,                   0,             0.06554,             0.21206,                   0,                   0,                   0,                 0.5,             0.93062,                   0,                   0,              3.2796
             0.92261,             0.74041,             0.79275,             0.50098,            0.020877,           0.0094983,           0.0019778,             0.00739,             0.01482,             0.87989,             0.00047,              4.2873,             0.70442,              0.0685,             0.03383,             0.47776,              1.2397,             0.56322,              1.1866,                 0.2,              3.3862,                   0,             0.01915,             0.29639,             0.48109,                   0,             0.05655,             0.23031,                   0,                   0,                   0,                 0.5,             0.88823,                   0,                   0,              2.9008
              0.9332,             0.74462,             0.79569,             0.50156,            0.023032,           0.0093368,           0.0017277,             0.00752,             0.01514,             0.85851,             0.00048,              4.2873,             0.69597,             0.07275,             0.03808,             0.43238,              1.2521,              0.5593,              1.2928,                 0.2,              3.1533,                   0,              0.0199,             0.29696,             0.48574,                   0,             0.06322,             0.23933,                   0,                   0,                   0,                 0.5,             0.91394,                   0,                   0,              2.9847
             0.91641,             0.74237,             0.78426,             0.48696,             0.02366,            0.010485,           0.0018691,             0.00789,             0.02118,             0.85328,             0.00047,              4.1832,             0.83635,             0.06579,             0.03586,             0.44945,              1.2517,             0.61391,              1.3754,                 0.2,              2.8416,                   0,             0.02266,             0.28427,             0.49581,                   0,             0.06375,             0.23031,                   0,                   0,                   0,                 0.5,              0.9501,                   0,                   0,              2.2612
             0.92145,             0.74556,             0.79676,             0.50264,            0.024587,           0.0099259,           0.0018294,             0.00717,             0.01455,              0.8781,             0.00042,               4.854,             0.77545,             0.08083,             0.03947,             0.44945,              1.2072,             0.54749,              1.3547,                 0.2,              3.5261,                   0,             0.01668,             0.28427,             0.49902,                   0,             0.07213,             0.24061,                   0,                   0,                   0,                 0.5,              0.9965,                   0,                   0,              2.9008
             0.93289,             0.74314,             0.80517,             0.51549,            0.020477,           0.0060636,           0.0014417,             0.00817,             0.01943,             0.82175,             0.00063,              4.2873,             0.70654,             0.06237,             0.03717,             0.37511,              1.4463,             0.53375,              1.2585,                 0.2,              2.2036,                   0,             0.02166,             0.28427,             0.54679,                   0,             0.07989,             0.16472,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2204
             0.91013,              0.7515,              0.8088,             0.51226,            0.026217,           0.0090542,           0.0024853,             0.00279,             0.01303,             0.85856,              0.0003,              2.3593,             0.89846,             0.08936,             0.04881,             0.76519,              1.0965,             0.71953,              1.5922,                 0.2,               2.199,                   0,             0.01244,              0.6971,             0.33064,                   0,              0.0645,             0.35101,                   0,                   0,                   0,                 0.5,             0.93098,                   0,                   0,              2.7003
             0.90466,             0.72895,             0.78463,             0.47874,            0.028771,           0.0067527,            0.002894,               0.003,             0.01322,               0.867,             0.00026,              2.4632,             0.91876,             0.09848,             0.04881,             0.87696,              1.0965,              0.5294,              1.6746,                 0.2,                   2,                   0,             0.01299,             0.70816,             0.27658,                   0,             0.07513,             0.35101,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.91327,             0.74967,             0.80273,             0.51095,            0.026761,           0.0092898,           0.0017494,             0.00357,             0.01429,             0.85856,              0.0004,              2.3593,                0.95,             0.06123,             0.04881,             0.58739,             0.83002,             0.71953,              1.5922,                 0.2,              2.2229,                   0,             0.01244,             0.48019,             0.37819,                   0,             0.05521,             0.28868,                   0,                   0,                   0,                 0.5,              0.7197,                   0,                   0,              2.6826
             0.91897,             0.73567,             0.78897,              0.4777,            0.028586,            0.011041,           0.0027359,             0.00275,             0.01251,             0.85856,             0.00029,              2.2388,             0.89846,             0.08936,               0.045,             0.76519,              1.0216,             0.71953,              1.5922,                 0.2,              2.3542,                   0,             0.01122,             0.68586,             0.30648,                   0,              0.0645,             0.35101,                   0,                   0,                   0,                 0.5,             0.88383,                   0,                   0,              2.4421
             0.91024,             0.74725,             0.80933,             0.52067,            0.026028,           0.0078025,           0.0022595,             0.00255,             0.01276,             0.85596,             0.00032,              2.3362,             0.80965,             0.08936,             0.05006,              0.7427,              1.1043,             0.71953,              1.5922,                 0.2,                   2,                   0,             0.01311,              0.6971,             0.32757,                   0,             0.06402,             0.32158,                   0,                   0,                   0,                 0.5,             0.91645,                   0,                   0,              2.8136
             0.91602,             0.74321,             0.80495,             0.51442,            0.026139,            0.009823,           0.0025152,             0.00285,             0.01343,             0.88494,             0.00029,               2.283,             0.93934,             0.09236,             0.04655,             0.73159,              1.1199,             0.71953,              1.8214,                 0.2,              2.1355,                   0,             0.01183,             0.69618,             0.31453,                   0,             0.06977,              0.3323,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9522
             0.91318,             0.74951,             0.80247,             0.51278,            0.025229,            0.012274,             0.00255,             0.00315,             0.01348,             0.83551,              0.0003,              2.2324,             0.92504,             0.09809,             0.04262,             0.71868,              1.1452,             0.71943,              1.6742,                 0.2,              2.7916,                   0,             0.01375,             0.61234,             0.33788,                   0,             0.06924,             0.29613,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9918
             0.90647,             0.72719,             0.78351,             0.46384,            0.033194,           0.0086576,            0.003099,             0.00352,             0.01286,             0.85424,             0.00032,              2.1714,                0.95,             0.10441,             0.06379,             0.82509,              1.1452,             0.73411,              1.7033,                 0.2,              2.0635,                   0,             0.01236,             0.72432,              0.3445,                   0,             0.06727,             0.33121,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.827
             0.90826,             0.74438,             0.80118,             0.50528,            0.027242,           0.0099633,           0.0026853,             0.00298,             0.01255,             0.86615,             0.00029,               2.234,             0.93163,             0.08864,             0.04828,             0.77395,              1.1536,             0.71953,              1.6904,                 0.2,              2.2555,                   0,             0.01227,             0.74153,             0.34535,                   0,             0.06869,             0.34952,                   0,                   0,                   0,                 0.5,             0.99578,                   0,                   0,              2.7898
             0.91034,             0.74397,             0.80248,             0.50816,            0.028055,           0.0098994,           0.0025824,             0.00303,             0.01286,             0.86171,             0.00029,              2.2026,             0.92419,             0.08677,             0.04971,             0.74523,              1.1514,             0.70867,              1.6913,                 0.2,              2.2906,                   0,             0.01195,             0.72276,             0.34281,                   0,             0.06602,             0.34017,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7746
              0.9113,             0.75062,             0.80413,             0.51133,            0.026292,           0.0093516,           0.0025152,             0.00301,             0.01283,             0.86704,              0.0003,              2.2756,             0.94547,             0.08833,             0.04874,             0.74809,              1.1344,             0.71564,              1.7033,                 0.2,               2.199,                   0,             0.01243,             0.72626,             0.32836,                   0,             0.06694,             0.34742,                   0,                   0,                   0,                 0.5,             0.99626,                   0,                   0,               2.705
              0.9128,             0.74607,             0.80146,             0.50955,            0.027425,            0.010898,           0.0027021,             0.00308,             0.01271,             0.87779,              0.0003,              2.2839,             0.94014,             0.08343,             0.04881,             0.79048,              1.1452,             0.74079,              1.7907,                 0.2,              2.3349,                   0,             0.01187,             0.69865,             0.32824,                   0,             0.06727,             0.32885,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8305
             0.90572,             0.74437,             0.80467,             0.51322,            0.030247,           0.0084643,           0.0023158,              0.0032,             0.01168,             0.86027,             0.00026,              2.6039,                0.95,             0.08867,             0.05777,             0.81516,             0.93058,             0.74895,              1.7033,                 0.2,                   2,                   0,             0.01244,              0.7305,             0.32909,                   0,             0.05872,             0.34214,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9844
             0.90969,             0.73139,             0.78316,             0.47857,            0.030671,            0.012796,           0.0026777,             0.00283,             0.01389,             0.86651,              0.0003,              2.0423,                0.95,             0.07205,             0.04881,             0.73269,              1.1452,             0.84285,                1.69,                 0.2,              2.2567,                   0,             0.01244,             0.82898,             0.35489,                   0,             0.06727,             0.34467,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.90811,             0.74575,             0.80289,              0.5126,            0.026797,           0.0094754,           0.0025975,             0.00303,             0.01286,             0.86651,              0.0003,              2.2833,                0.95,             0.08869,             0.04882,             0.75186,              1.1452,             0.71944,              1.7033,                 0.2,              2.1987,                   0,             0.01244,             0.72437,             0.32839,                   0,             0.06727,             0.34461,                   0,                   0,                   0,                 0.5,             0.99959,                   0,                   0,              2.7005
             0.92108,             0.74119,             0.80098,             0.50304,            0.026389,           0.0092794,           0.0030574,             0.00338,             0.01286,             0.90452,             0.00031,              2.4085,             0.84374,             0.09065,             0.04759,             0.84838,              1.2581,              0.6899,              1.7927,                 0.2,              2.1157,                   0,             0.01239,             0.65067,             0.29699,                   0,             0.06586,             0.35171,                   0,                   0,                   0,                 0.5,             0.94362,                   0,                   0,              2.5566
             0.90998,             0.74193,             0.80493,             0.51501,            0.025514,           0.0085844,           0.0024113,             0.00298,             0.01285,             0.86651,             0.00032,              2.1337,             0.77602,             0.08867,             0.04881,             0.75178,              1.2052,             0.70894,              1.9719,                 0.2,                   2,                   0,             0.01291,             0.60371,             0.28543,                   0,             0.07363,             0.35341,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7003
             0.92917,             0.73697,             0.80056,              0.5079,            0.020715,           0.0062327,           0.0015177,             0.00825,             0.01943,              0.8315,             0.00057,              4.4071,             0.73876,             0.06001,             0.03726,             0.37976,              1.5606,              0.5422,              1.2585,                 0.2,              2.2036,                   0,             0.02234,             0.28427,             0.54402,                   0,             0.07691,             0.16531,                   0,                   0,                   0,                 0.5,             0.90812,                   0,                   0,              2.7932
             0.92405,             0.74848,             0.81378,             0.51191,            0.020841,            0.006405,           0.0014634,              0.0076,             0.01961,             0.83291,             0.00063,              3.9582,              0.7232,             0.06217,             0.03717,              0.3873,              1.4265,             0.54536,               1.238,                 0.2,              2.2639,                   0,             0.02048,             0.28836,             0.57049,                   0,             0.07869,             0.16472,                   0,                   0,                   0,                 0.5,             0.96665,                   0,                   0,               3.163
             0.93607,             0.73784,             0.80716,             0.51447,            0.020177,           0.0059493,           0.0014818,             0.00766,             0.02082,             0.83649,             0.00063,              4.6215,             0.69747,             0.06237,             0.03717,             0.37511,              1.5649,             0.52719,              1.2078,                 0.2,              2.2348,                   0,             0.02408,             0.30246,             0.54791,                   0,             0.07612,             0.17392,                   0,                   0,                   0,                 0.5,              0.9263,                   0,                   0,              3.2204
             0.92334,             0.74296,             0.80885,             0.51832,            0.020387,           0.0059397,            0.001495,             0.00787,             0.02296,              0.8102,             0.00063,              3.5829,             0.80496,             0.08045,             0.03717,             0.38921,              1.5272,             0.52885,              1.2187,                 0.2,               2.232,                   0,             0.01711,             0.28427,             0.51157,                   0,             0.07989,             0.15976,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5915
             0.92084,             0.73418,             0.78083,             0.49096,             0.02092,           0.0065385,           0.0015191,             0.00787,             0.02296,              0.8102,             0.00088,              3.6077,             0.80496,             0.10249,             0.03415,             0.38333,              1.2792,              0.5152,              1.1576,                 0.2,              2.3142,                   0,             0.02025,             0.27777,             0.46786,                   0,             0.07989,             0.14772,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93021,              0.7474,             0.80663,             0.51342,            0.020665,           0.0058093,           0.0015039,             0.00796,             0.02296,              0.8102,             0.00063,              3.5829,             0.80496,             0.08045,             0.03717,             0.38914,              1.5249,             0.53037,              1.2171,                 0.2,              2.2117,                   0,             0.01711,             0.28528,             0.50809,                   0,             0.07954,             0.15806,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6328
             0.91754,             0.73787,              0.7857,             0.48881,            0.022673,           0.0071211,           0.0016814,             0.00711,             0.02296,             0.79441,              0.0007,              3.5943,             0.85071,             0.08215,              0.0364,             0.38298,                1.47,             0.52261,              1.2882,                 0.2,              2.3475,                   0,              0.0168,             0.27648,             0.47116,                   0,             0.07722,             0.16078,                   0,                   0,                   0,                 0.5,             0.98202,                   0,                   0,              2.2969
             0.92966,              0.7457,             0.80823,             0.52078,             0.02026,           0.0049965,           0.0015539,             0.00811,             0.02061,             0.79142,              0.0006,              3.5829,             0.80828,             0.08193,             0.03717,             0.40349,              1.5272,             0.48391,               1.229,                 0.2,              2.1104,                   0,             0.01753,              0.2729,             0.50383,                   0,             0.08363,             0.16339,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2202
             0.93057,              0.7455,             0.80488,             0.51642,            0.020685,           0.0061611,           0.0014637,             0.00786,             0.02292,              0.8102,             0.00062,              3.5675,             0.80496,             0.07944,             0.03672,             0.37502,              1.5273,             0.52947,              1.2177,                 0.2,              2.2818,                   0,             0.01711,             0.28427,             0.50954,                   0,              0.0823,             0.15716,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6665
             0.92577,             0.72926,             0.78301,             0.48453,            0.023343,            0.007941,           0.0018229,             0.00864,             0.02296,              0.8102,             0.00073,              3.5829,             0.81799,             0.08358,             0.03989,             0.43008,              1.5276,             0.61934,              1.4477,                 0.2,              2.1445,                   0,             0.01775,             0.25429,             0.51157,                   0,             0.08434,             0.15976,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.92557,             0.74554,             0.79982,             0.51312,            0.021451,           0.0058864,           0.0013798,             0.00912,             0.02448,             0.82893,             0.00063,              3.8904,             0.80496,             0.07412,             0.03895,             0.37597,              1.3277,             0.52885,              1.1924,                 0.2,               2.232,                   0,             0.01725,             0.31607,             0.58456,                   0,             0.08096,             0.15976,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5915
             0.91589,             0.72321,             0.77797,             0.47426,             0.02429,           0.0052018,           0.0021834,             0.00863,             0.02296,             0.79228,             0.00058,              4.1914,             0.80048,             0.07539,             0.04127,              0.4483,              1.8644,             0.47136,               1.161,                 0.2,               2.058,                   0,             0.01711,             0.32197,             0.51602,                   0,             0.07565,             0.16512,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93073,             0.74789,             0.80496,             0.51954,            0.020416,           0.0059157,           0.0015004,             0.00787,             0.02297,             0.81052,             0.00063,              3.5835,             0.80507,             0.08041,             0.03724,             0.38921,              1.5245,             0.52876,              1.2192,                 0.2,              2.2317,                   0,             0.01707,             0.28397,             0.51212,                   0,             0.07984,             0.16002,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5915
             0.92037,             0.74883,             0.80221,             0.51391,            0.021452,           0.0063003,           0.0014585,             0.00699,             0.02053,             0.81052,             0.00063,              3.5835,             0.80507,             0.08026,             0.03869,             0.36165,              1.6401,             0.53525,              1.2424,                 0.2,              2.2999,                   0,             0.01842,             0.24102,             0.47136,                   0,             0.07984,             0.15867,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3348
             0.91555,             0.74194,             0.79844,             0.50961,            0.019119,           0.0064178,           0.0014664,             0.00828,             0.02152,             0.81814,             0.00063,              3.5835,             0.80507,             0.08095,             0.03574,             0.37589,              1.5245,             0.56199,              1.3302,                 0.2,              2.1871,                   0,             0.01687,             0.28212,             0.50433,                   0,             0.07895,             0.16478,                   0,                   0,                   0,                 0.5,             0.97984,                   0,                   0,              2.5542
             0.92639,             0.74871,             0.80991,             0.51617,            0.020355,           0.0057252,           0.0015145,             0.00786,             0.02313,             0.80887,             0.00063,              3.6082,             0.80507,             0.08157,               0.037,             0.38921,              1.5162,             0.51809,              1.2078,                 0.2,               2.218,                   0,             0.01685,             0.28002,             0.51443,                   0,             0.07974,             0.16019,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5915
             0.91648,             0.73189,             0.78302,             0.47223,            0.018819,           0.0052329,           0.0017832,              0.0077,             0.02468,             0.81052,             0.00063,              3.5835,             0.65817,             0.07955,             0.03724,             0.38921,              1.5245,             0.55784,              1.1503,                 0.2,              2.0691,                   0,             0.01612,             0.28662,             0.50235,                   0,               0.083,             0.14498,                   0,                   0,                   0,                 0.5,             0.86289,                   0,                   0,              3.6944
              0.9287,              0.7484,             0.80794,             0.51809,            0.019907,           0.0062213,           0.0015038,             0.00742,             0.02776,             0.81746,             0.00064,              3.5342,             0.80507,              0.0979,             0.03724,             0.37875,              1.6423,              0.5437,              1.4328,                 0.2,              2.1454,                   0,             0.01814,             0.28397,             0.51212,                   0,             0.07384,             0.15662,                   0,                   0,                   0,                 0.5,              0.9179,                   0,                   0,              2.6193
             0.92969,             0.74542,             0.80073,             0.50745,            0.021273,           0.0056058,           0.0015087,             0.00787,             0.02087,             0.81052,             0.00064,              3.6982,              0.8995,              0.0827,             0.03827,             0.38921,              1.4901,             0.49676,              1.2629,                 0.2,              2.1916,                   0,             0.01707,             0.28338,             0.58792,                   0,             0.07984,             0.14841,                   0,                   0,                   0,                 0.5,              0.8663,                   0,                   0,              2.5915
             0.92837,             0.75034,             0.80307,             0.51603,            0.020082,           0.0060563,           0.0013917,             0.00787,              0.0237,             0.82544,             0.00062,              3.5463,             0.84369,             0.08057,             0.03724,             0.35896,              1.5245,             0.49876,              1.2482,                 0.2,              2.3746,                   0,             0.01761,             0.25296,             0.49089,                   0,             0.07984,             0.14905,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8243
             0.93915,             0.74485,              0.7987,             0.51235,            0.022217,           0.0071226,           0.0015383,             0.00804,             0.02014,             0.82022,             0.00063,              3.5835,             0.73154,             0.07245,             0.03916,             0.38921,              1.4824,             0.50006,               1.354,                 0.2,              2.6141,                   0,              0.0186,             0.30049,              0.5361,                   0,             0.08363,               0.168,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6054
             0.91823,             0.72682,             0.77609,             0.47828,            0.026059,           0.0059048,           0.0014705,             0.00712,             0.02338,             0.83422,             0.00064,              3.2433,             0.80507,              0.0889,             0.04493,             0.33062,              1.3821,             0.56393,              1.1698,                 0.2,                   2,                   0,             0.01459,             0.28397,             0.47986,                   0,             0.07984,             0.15097,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
              0.9214,             0.74613,              0.8102,             0.51635,            0.020305,           0.0056331,           0.0014936,             0.00787,              0.0222,             0.81052,             0.00063,              3.6938,             0.69862,             0.08041,             0.03597,             0.38921,              1.5245,             0.47407,              1.1013,                 0.2,              2.4343,                   0,             0.01799,             0.24463,             0.46976,                   0,             0.07984,             0.16002,                   0,                   0,                   0,                 0.5,             0.95509,                   0,                   0,              3.1811
             0.93608,             0.74137,             0.81534,             0.52455,            0.019957,           0.0046417,           0.0015032,             0.00787,             0.01799,             0.77985,             0.00063,              3.2487,             0.80507,             0.07616,             0.03711,             0.38921,              1.5245,             0.41447,              1.2743,                 0.2,              2.1969,                   0,             0.01831,             0.29625,             0.44224,                   0,             0.08667,             0.13648,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9963
